Name,No.,year,sex
Toni,72,1985,Female
Jane,71,1985,Female
Fiona,70,1985,Female
Joanne,67,1985,Female
Alicia,67,1985,Female
Kim,66,1985,Female
Casey,66,1985,Female
Monique,64,1985,Female
Haley,63,1985,Female
Kathryn,63,1985,Female
Mary,60,1985,Female
Christine,60,1985,Female
Caroline,60,1985,Female
Jade,59,1985,Female
Crystal,58,1985,Female
Frances,57,1985,Female
Jemma,56,1985,Female
Anita,56,1985,Female
Courtney,54,1985,Female
Gina,53,1985,Female
Jacqueline,53,1985,Female
Deborah,53,1985,Female
Leanne,52,1985,Female
Bridget,51,1985,Female
Julie,50,1985,Female
Philippa,49,1985,Female
Karen,49,1985,Female
Tracy,48,1985,Female
Sarah,791,1986,Female
Jessica,458,1986,Female
Emma,393,1986,Female
Rebecca,355,1986,Female
Amanda,353,1986,Female
Nicole,310,1986,Female
Amy,270,1986,Female
Melissa,249,1986,Female
Michelle,234,1986,Female
Lisa,232,1986,Female
Anna,230,1986,Female
Rachel,224,1986,Female
Nicola,210,1986,Female
Laura,209,1986,Female
Kelly,192,1986,Female
Samantha,188,1986,Female
Kylie,184,1986,Female
Elizabeth,184,1986,Female
Hayley,183,1986,Female
Stacey,181,1986,Female
Hannah,176,1986,Female
Natasha,175,1986,Female
Jenna,170,1986,Female
Jennifer,165,1986,Female
Stephanie,162,1986,Female
Kate,162,1986,Female
Renee,156,1986,Female
Gemma,153,1986,Female
Angela,140,1986,Female
Charlotte,135,1986,Female
Megan,133,1986,Female
Lauren,132,1986,Female
Victoria,131,1986,Female
Katie,130,1986,Female
Danielle,125,1986,Female
Holly,122,1986,Female
Natalie,113,1986,Female
Kayla,112,1986,Female
Olivia,111,1986,Female
Emily,111,1986,Female
Sophie,107,1986,Female
Katherine,107,1986,Female
Claire,107,1986,Female
Sara,105,1986,Female
Kirsty,104,1986,Female
Melanie,103,1986,Female
Tracey,100,1986,Female
Catherine,100,1986,Female
Vanessa,98,1986,Female
Christina,98,1986,Female
Alice,98,1986,Female
Aimee,96,1986,Female
Erin,96,1986,Female
Julia,92,1986,Female
Tania,89,1986,Female
Lucy,82,1986,Female
Jamie,82,1986,Female
Monique,81,1986,Female
Katrina,81,1986,Female
Shannon,80,1986,Female
Rachael,80,1986,Female
Ashleigh,79,1986,Female
Alana,78,1986,Female
Amber,78,1986,Female
Ashley,78,1986,Female
Tara,77,1986,Female
Maria,77,1986,Female
Fiona,76,1986,Female
Kathryn,76,1986,Female
Toni,75,1986,Female
Alexandra,75,1986,Female
Rochelle,74,1986,Female
Helen,74,1986,Female
Louise,73,1986,Female
Christine,73,1986,Female
Kimberley,72,1986,Female
Nikita,71,1986,Female
Casey,70,1986,Female
Joanna,69,1986,Female
Jasmine,69,1986,Female
Jane,63,1986,Female
Crystal,61,1986,Female
Alicia,59,1986,Female
Georgina,58,1986,Female
Krystal,58,1986,Female
Haley,57,1986,Female
Joanne,57,1986,Female
Rebekah,56,1986,Female
Andrea,56,1986,Female
Anita,55,1986,Female
Brooke,55,1986,Female
Philippa,54,1986,Female
Jade,50,1986,Female
Courtney,50,1986,Female
Jacqueline,49,1986,Female
Amelia,49,1986,Female
Julie,48,1986,Female
Chloe,48,1986,Female
Gina,47,1986,Female
Karen,47,1986,Female
Sarah,724,1987,Female
Jessica,489,1987,Female
Emma,370,1987,Female
Amanda,341,1987,Female
Nicole,322,1987,Female
Rebecca,301,1987,Female
Amy,299,1987,Female
Samantha,265,1987,Female
Melissa,264,1987,Female
Anna,262,1987,Female
Lisa,261,1987,Female
Rachel,241,1987,Female
Hannah,223,1987,Female
Michelle,215,1987,Female
Laura,212,1987,Female
Stacey,211,1987,Female
Kate,199,1987,Female
Stephanie,190,1987,Female
Natasha,190,1987,Female
Renee,175,1987,Female
Elizabeth,175,1987,Female
Nicola,173,1987,Female
Kelly,170,1987,Female
Kylie,163,1987,Female
Jenna,154,1987,Female
Danielle,148,1987,Female
Jennifer,143,1987,Female
Victoria,141,1987,Female
Gemma,141,1987,Female
Hayley,140,1987,Female
Ashleigh,136,1987,Female
Megan,134,1987,Female
Claire,131,1987,Female
Natalie,130,1987,Female
Ashley,126,1987,Female
Emily,123,1987,Female
Charlotte,123,1987,Female
Sophie,118,1987,Female
Angela,118,1987,Female
Olivia,117,1987,Female
Holly,117,1987,Female
Katie,112,1987,Female
Kimberley,111,1987,Female
Kayla,107,1987,Female
Courtney,107,1987,Female
Catherine,102,1987,Female
Erin,100,1987,Female
Lucy,98,1987,Female
Lauren,97,1987,Female
Aimee,96,1987,Female
Tracey,95,1987,Female
Rachael,95,1987,Female
Alice,93,1987,Female
Vanessa,92,1987,Female
Alexandra,91,1987,Female
Melanie,89,1987,Female
Katherine,89,1987,Female
Louise,87,1987,Female
Jasmine,86,1987,Female
Christina,86,1987,Female
Toni,85,1987,Female
Monique,84,1987,Female
Kathryn,83,1987,Female
Chloe,83,1987,Female
Chelsea,83,1987,Female
Tania,81,1987,Female
Katrina,77,1987,Female
Sara,76,1987,Female
Julia,76,1987,Female
Grace,76,1987,Female
Kirsty,74,1987,Female
Shannon,73,1987,Female
Maria,70,1987,Female
Amber,70,1987,Female
Brooke,70,1987,Female
Jade,67,1987,Female
Alana,67,1987,Female
Krystal,66,1987,Female
Rochelle,65,1987,Female
Andrea,65,1987,Female
Casey,64,1987,Female
Helen,62,1987,Female
Jamie,61,1987,Female
Alicia,61,1987,Female
Amelia,61,1987,Female
Tara,60,1987,Female
Christine,59,1987,Female
Nikki,57,1987,Female
Jessie,56,1987,Female
Cassandra,55,1987,Female
Bridget,52,1987,Female
Fiona,51,1987,Female
Gina,51,1987,Female
Whitney,50,1987,Female
Tessa,50,1987,Female
Joanna,50,1987,Female
Leah,49,1987,Female
Anita,49,1987,Female
Mary,48,1987,Female
Kirsten,47,1987,Female
Sarah,667,1988,Female
Emma,495,1988,Female
Jessica,474,1988,Female
Rebecca,369,1988,Female
Samantha,364,1988,Female
Nicole,332,1988,Female
Amanda,303,1988,Female
Rachel,270,1988,Female
Amy,268,1988,Female
Anna,264,1988,Female
Laura,257,1988,Female
Hannah,251,1988,Female
Lisa,227,1988,Female
Melissa,224,1988,Female
Kylie,210,1988,Female
Natasha,202,1988,Female
Stephanie,196,1988,Female
Danielle,191,1988,Female
Kate,187,1988,Female
Ashleigh,184,1988,Female
Stacey,183,1988,Female
Michelle,174,1988,Female
Elizabeth,173,1988,Female
Renee,165,1988,Female
Sophie,160,1988,Female
Kelly,149,1988,Female
Megan,145,1988,Female
Nicola,144,1988,Female
Natalie,144,1988,Female
Hayley,143,1988,Female
Chelsea,139,1988,Female
Jennifer,134,1988,Female
Chloe,127,1988,Female
Katie,126,1988,Female
Ashley,123,1988,Female
Holly,122,1988,Female
Jenna,120,1988,Female
Courtney,120,1988,Female
Olivia,118,1988,Female
Jasmine,118,1988,Female
Lauren,118,1988,Female
Charlotte,118,1988,Female
Victoria,117,1988,Female
Kimberley,115,1988,Female
Emily,113,1988,Female
Katherine,111,1988,Female
Christina,111,1988,Female
Gemma,110,1988,Female
Alexandra,109,1988,Female
Claire,108,1988,Female
Alice,107,1988,Female
Erin,106,1988,Female
Vanessa,100,1988,Female
Melanie,98,1988,Female
Catherine,96,1988,Female
Amber,95,1988,Female
Tracey,90,1988,Female
Jade,90,1988,Female
Kirsty,90,1988,Female
Lucy,89,1988,Female
Joanna,88,1988,Female
Aimee,87,1988,Female
Tamara,85,1988,Female
Sara,84,1988,Female
Rachael,84,1988,Female
Angela,84,1988,Female
Shannon,83,1988,Female
Monique,83,1988,Female
Alicia,82,1988,Female
Kathryn,81,1988,Female
Jessie,81,1988,Female
Zoe,80,1988,Female
Louise,79,1988,Female
Kayla,77,1988,Female
Toni,73,1988,Female
Maria,72,1988,Female
Tara,71,1988,Female
Helen,70,1988,Female
Julia,70,1988,Female
Rochelle,68,1988,Female
Casey,68,1988,Female
Katrina,67,1988,Female
Grace,65,1988,Female
Tessa,64,1988,Female
Tania,62,1988,Female
Christine,62,1988,Female
Rebekah,59,1988,Female
Bridget,59,1988,Female
Leah,56,1988,Female
Amelia,56,1988,Female
Brooke,56,1988,Female
Mary,55,1988,Female
Ashlee,55,1988,Female
Andrea,54,1988,Female
Alana,54,1988,Female
Jane,53,1988,Female
Georgina,53,1988,Female
Krystal,50,1988,Female
Jamie,50,1988,Female
Josephine,50,1988,Female
Sarah,639,1989,Female
Jessica,497,1989,Female
Samantha,488,1989,Female
Emma,462,1989,Female
Rebecca,328,1989,Female
Nicole,324,1989,Female
Hannah,287,1989,Female
Melissa,281,1989,Female
Laura,273,1989,Female
Amanda,261,1989,Female
Rachel,243,1989,Female
Amy,236,1989,Female
Danielle,232,1989,Female
Stephanie,222,1989,Female
Kylie,222,1989,Female
Natasha,213,1989,Female
Anna,211,1989,Female
Ashleigh,209,1989,Female
Lisa,202,1989,Female
Elizabeth,192,1989,Female
Kate,190,1989,Female
Lauren,176,1989,Female
Stacey,174,1989,Female
Courtney,164,1989,Female
Charlotte,158,1989,Female
Michelle,157,1989,Female
Nicola,154,1989,Female
Hayley,152,1989,Female
Kelly,146,1989,Female
Natalie,145,1989,Female
Sophie,144,1989,Female
Jasmine,142,1989,Female
Renee,138,1989,Female
Alice,127,1989,Female
Katie,125,1989,Female
Emily,125,1989,Female
Holly,121,1989,Female
Megan,120,1989,Female
Chloe,119,1989,Female
Katherine,116,1989,Female
Kimberley,116,1989,Female
Victoria,113,1989,Female
Shannon,112,1989,Female
Chelsea,112,1989,Female
Ashley,112,1989,Female
Olivia,111,1989,Female
Alexandra,110,1989,Female
Catherine,110,1989,Female
Monique,107,1989,Female
Gemma,107,1989,Female
Aimee,107,1989,Female
Jade,106,1989,Female
Lucy,103,1989,Female
Jennifer,102,1989,Female
Amber,95,1989,Female
Brooke,93,1989,Female
Christina,92,1989,Female
Melanie,91,1989,Female
Claire,91,1989,Female
Angela,88,1989,Female
Rachael,87,1989,Female
Zoe,86,1989,Female
Maria,85,1989,Female
Jenna,81,1989,Female
Kayla,80,1989,Female
Grace,80,1989,Female
Vanessa,77,1989,Female
Jessie,77,1989,Female
Julia,77,1989,Female
Jamie,76,1989,Female
Toni,74,1989,Female
Kirsty,74,1989,Female
Tamara,73,1989,Female
Sara,70,1989,Female
Tracey,70,1989,Female
Kathryn,70,1989,Female
Erin,69,1989,Female
Rochelle,68,1989,Female
Alicia,62,1989,Female
Kelsey,61,1989,Female
Helen,61,1989,Female
Tessa,60,1989,Female
Mary,60,1989,Female
Louise,59,1989,Female
Cassandra,59,1989,Female
Alana,59,1989,Female
Rebekah,58,1989,Female
Morgan,58,1989,Female
Caitlin,58,1989,Female
Tara,57,1989,Female
Katrina,55,1989,Female
Casey,54,1989,Female
Joanna,53,1989,Female
Krystal,53,1989,Female
Amelia,53,1989,Female
Crystal,53,1989,Female
Rose,51,1989,Female
Lydia,51,1989,Female
Kirsten,51,1989,Female
Anita,50,1989,Female
Jessica,602,1990,Female
Sarah,551,1990,Female
Samantha,489,1990,Female
Emma,435,1990,Female
Rebecca,358,1990,Female
Nicole,350,1990,Female
Hannah,339,1990,Female
Melissa,284,1990,Female
Amy,275,1990,Female
Rachel,267,1990,Female
Laura,261,1990,Female
Danielle,249,1990,Female
Stephanie,246,1990,Female
Hayley,233,1990,Female
Ashleigh,220,1990,Female
Natasha,213,1990,Female
Anna,213,1990,Female
Kate,190,1990,Female
Lauren,189,1990,Female
Amanda,182,1990,Female
Courtney,182,1990,Female
Megan,179,1990,Female
Elizabeth,178,1990,Female
Emily,169,1990,Female
Lisa,164,1990,Female
Alexandra,161,1990,Female
Kimberley,159,1990,Female
Sophie,153,1990,Female
Stacey,152,1990,Female
Michelle,150,1990,Female
Charlotte,149,1990,Female
Kelly,148,1990,Female
Holly,147,1990,Female
Ashley,143,1990,Female
Olivia,140,1990,Female
Jasmine,139,1990,Female
Victoria,134,1990,Female
Shannon,131,1990,Female
Chelsea,130,1990,Female
Natalie,128,1990,Female
Jennifer,128,1990,Female
Nicola,125,1990,Female
Chloe,125,1990,Female
Renee,119,1990,Female
Katherine,118,1990,Female
Jessie,116,1990,Female
Katie,115,1990,Female
Alice,112,1990,Female
Jade,107,1990,Female
Catherine,106,1990,Female
Claire,105,1990,Female
Kelsey,103,1990,Female
Amber,103,1990,Female
Lucy,102,1990,Female
Monique,99,1990,Female
Brooke,98,1990,Female
Zoe,95,1990,Female
Gemma,93,1990,Female
Christina,92,1990,Female
Rachael,90,1990,Female
Kathryn,89,1990,Female
Jordan,89,1990,Female
Aimee,89,1990,Female
Caitlin,80,1990,Female
Maria,79,1990,Female
Grace,79,1990,Female
Erin,79,1990,Female
Casey,79,1990,Female
Tessa,78,1990,Female
Jamie,78,1990,Female
Alana,77,1990,Female
Toni,76,1990,Female
Rebekah,75,1990,Female
Melanie,70,1990,Female
Jenna,70,1990,Female
Vanessa,69,1990,Female
Louise,68,1990,Female
Sara,67,1990,Female
Julia,67,1990,Female
Tamara,65,1990,Female
Katrina,63,1990,Female
Joanna,62,1990,Female
Kirsty,60,1990,Female
Helen,60,1990,Female
Amelia,58,1990,Female
Georgia,57,1990,Female
Brittany,57,1990,Female
Tracey,56,1990,Female
Kayla,56,1990,Female
Cassandra,56,1990,Female
Bridget,56,1990,Female
Tania,54,1990,Female
Morgan,54,1990,Female
Kylie,54,1990,Female
Leah,54,1990,Female
Sinead,53,1990,Female
Mary,53,1990,Female
Nikita,53,1990,Female
Angela,53,1990,Female
Georgina,52,1990,Female
Jessica,591,1991,Female
Sarah,560,1991,Female
Samantha,452,1991,Female
Emma,428,1991,Female
Nicole,360,1991,Female
Rebecca,353,1991,Female
Hannah,350,1991,Female
Rachel,315,1991,Female
Ashleigh,279,1991,Female
Amy,265,1991,Female
Stephanie,263,1991,Female
Danielle,253,1991,Female
Laura,249,1991,Female
Melissa,245,1991,Female
Hayley,200,1991,Female
Anna,194,1991,Female
Olivia,188,1991,Female
Natasha,179,1991,Female
Chloe,175,1991,Female
Kayla,174,1991,Female
Kate,173,1991,Female
Courtney,172,1991,Female
Ashley,166,1991,Female
Megan,164,1991,Female
Elizabeth,163,1991,Female
Charlotte,155,1991,Female
Michelle,152,1991,Female
Emily,152,1991,Female
Lauren,148,1991,Female
Amber,148,1991,Female
Lisa,146,1991,Female
Amanda,146,1991,Female
Chelsea,142,1991,Female
Caitlin,140,1991,Female
Stacey,138,1991,Female
Nicola,135,1991,Female
Alexandra,133,1991,Female
Kelly,131,1991,Female
Sophie,129,1991,Female
Shannon,126,1991,Female
Victoria,124,1991,Female
Alice,124,1991,Female
Grace,119,1991,Female
Jasmine,118,1991,Female
Kimberley,117,1991,Female
Rachael,111,1991,Female
Holly,109,1991,Female
Kelsey,108,1991,Female
Christina,107,1991,Female
Natalie,106,1991,Female
Lucy,103,1991,Female
Katie,102,1991,Female
Brooke,102,1991,Female
Zoe,101,1991,Female
Renee,101,1991,Female
Aimee,98,1991,Female
Jordan,96,1991,Female
Rebekah,94,1991,Female
Georgia,92,1991,Female
Catherine,91,1991,Female
Toni,87,1991,Female
Jennifer,86,1991,Female
Jade,85,1991,Female
Katherine,83,1991,Female
Tessa,81,1991,Female
Alana,79,1991,Female
Monique,78,1991,Female
Kirsty,78,1991,Female
Jamie,76,1991,Female
Jessie,75,1991,Female
Angela,75,1991,Female
Casey,75,1991,Female
Brittany,74,1991,Female
Gemma,71,1991,Female
Vanessa,69,1991,Female
Melanie,69,1991,Female
Claire,69,1991,Female
Kathryn,68,1991,Female
Georgina,67,1991,Female
Louise,66,1991,Female
Erin,66,1991,Female
Rochelle,65,1991,Female
Maria,63,1991,Female
Ellen,63,1991,Female
Julia,62,1991,Female
Alicia,60,1991,Female
Tara,58,1991,Female
Nikita,58,1991,Female
Mary,57,1991,Female
Leah,57,1991,Female
Paige,56,1991,Female
Krystal,56,1991,Female
Sara,53,1991,Female
Christine,52,1991,Female
Bridget,52,1991,Female
Ashlee,51,1991,Female
Abigail,51,1991,Female
Tracey,50,1991,Female
Amelia,50,1991,Female
Tania,49,1991,Female
Jessica,565,1992,Female
Sarah,495,1992,Female
Hannah,397,1992,Female
Samantha,371,1992,Female
Emma,360,1992,Female
Rebecca,317,1992,Female
Nicole,299,1992,Female
Ashleigh,253,1992,Female
Laura,248,1992,Female
Danielle,226,1992,Female
Amy,213,1992,Female
Emily,208,1992,Female
Melissa,195,1992,Female
Rachel,193,1992,Female
Kate,191,1992,Female
Stephanie,186,1992,Female
Olivia,182,1992,Female
Kayla,180,1992,Female
Charlotte,175,1992,Female
Sophie,169,1992,Female
Chloe,169,1992,Female
Anna,167,1992,Female
Courtney,165,1992,Female
Grace,162,1992,Female
Hayley,161,1992,Female
Ashley,157,1992,Female
Georgia,156,1992,Female
Alexandra,155,1992,Female
Natasha,153,1992,Female
Michelle,152,1992,Female
Elizabeth,150,1992,Female
Lisa,144,1992,Female
Jasmine,144,1992,Female
Chelsea,144,1992,Female
Lauren,135,1992,Female
Victoria,128,1992,Female
Stacey,127,1992,Female
Katie,121,1992,Female
Megan,120,1992,Female
Shannon,119,1992,Female
Amber,116,1992,Female
Brooke,114,1992,Female
Natalie,111,1992,Female
Caitlin,110,1992,Female
Alice,110,1992,Female
Amanda,109,1992,Female
Kelly,105,1992,Female
Nicola,101,1992,Female
Holly,101,1992,Female
Lucy,100,1992,Female
Zoe,99,1992,Female
Renee,99,1992,Female
Aimee,99,1992,Female
Gemma,98,1992,Female
Jade,97,1992,Female
Jordan,95,1992,Female
Christina,94,1992,Female
Kimberley,90,1992,Female
Kelsey,88,1992,Female
Alana,88,1992,Female
Brittany,85,1992,Female
Jennifer,84,1992,Female
Catherine,84,1992,Female
Katherine,82,1992,Female
Paige,76,1992,Female
Monique,76,1992,Female
Jessie,76,1992,Female
Kirsty,75,1992,Female
Rebekah,73,1992,Female
Amelia,69,1992,Female
Vanessa,68,1992,Female
Nikita,68,1992,Female
Maria,68,1992,Female
Morgan,68,1992,Female
Jamie,68,1992,Female
Claire,68,1992,Female
Louise,67,1992,Female
Tessa,65,1992,Female
Rachael,64,1992,Female
Casey,64,1992,Female
Josephine,63,1992,Female
Toni,62,1992,Female
Gabrielle,62,1992,Female
Julia,61,1992,Female
Ruby,59,1992,Female
Georgina,58,1992,Female
Erin,57,1992,Female
Leah,56,1992,Female
Sara,55,1992,Female
Kathryn,55,1992,Female
Crystal,55,1992,Female
Christine,54,1992,Female
Melanie,53,1992,Female
Rose,53,1992,Female
Aleisha,53,1992,Female
Angela,52,1992,Female
Ashlee,52,1992,Female
Joanna,51,1992,Female
Abigail,51,1992,Female
Tegan,49,1992,Female
Jessica,558,1993,Female
Sarah,460,1993,Female
Samantha,377,1993,Female
Hannah,363,1993,Female
Emma,351,1993,Female
Rebecca,320,1993,Female
Nicole,309,1993,Female
Danielle,264,1993,Female
Ashleigh,258,1993,Female
Laura,239,1993,Female
Georgia,235,1993,Female
Amy,230,1993,Female
Olivia,225,1993,Female
Courtney,203,1993,Female
Kate,195,1993,Female
Stephanie,192,1993,Female
Rachel,190,1993,Female
Emily,189,1993,Female
Sophie,177,1993,Female
Renee,168,1993,Female
Natasha,166,1993,Female
Melissa,166,1993,Female
Anna,163,1993,Female
Chelsea,161,1993,Female
Hayley,160,1993,Female
Alexandra,157,1993,Female
Chloe,156,1993,Female
Charlotte,155,1993,Female
Ashley,154,1993,Female
Kayla,152,1993,Female
Shannon,146,1993,Female
Brooke,143,1993,Female
Caitlin,139,1993,Female
Grace,135,1993,Female
Jasmine,135,1993,Female
Megan,133,1993,Female
Holly,132,1993,Female
Tessa,129,1993,Female
Elizabeth,129,1993,Female
Lauren,126,1993,Female
Katie,122,1993,Female
Brittany,121,1993,Female
Victoria,117,1993,Female
Amanda,117,1993,Female
Zoe,115,1993,Female
Kelly,114,1993,Female
Paige,112,1993,Female
Lisa,111,1993,Female
Alice,106,1993,Female
Michelle,103,1993,Female
Amber,93,1993,Female
Rebekah,91,1993,Female
Aimee,91,1993,Female
Jade,89,1993,Female
Lucy,87,1993,Female
Kimberley,86,1993,Female
Christina,86,1993,Female
Stacey,85,1993,Female
Nicola,85,1993,Female
Catherine,83,1993,Female
Amelia,82,1993,Female
Cassandra,80,1993,Female
Monique,79,1993,Female
Natalie,78,1993,Female
Katherine,78,1993,Female
Gemma,77,1993,Female
Jennifer,75,1993,Female
Gabrielle,72,1993,Female
Jordan,72,1993,Female
Ruby,69,1993,Female
Julia,66,1993,Female
Jamie,65,1993,Female
Georgina,65,1993,Female
Alana,64,1993,Female
Kelsey,63,1993,Female
Kirsty,63,1993,Female
Kathryn,61,1993,Female
Jessie,61,1993,Female
Nikita,60,1993,Female
Crystal,60,1993,Female
Michaela,59,1993,Female
Toni,57,1993,Female
Leah,57,1993,Female
Melanie,57,1993,Female
Claire,57,1993,Female
Casey,56,1993,Female
Morgan,55,1993,Female
Chantelle,55,1993,Female
Ashlee,55,1993,Female
Rachael,54,1993,Female
Vanessa,53,1993,Female
Maria,52,1993,Female
Krystal,52,1993,Female
Tegan,51,1993,Female
Madeleine,51,1993,Female
Erin,51,1993,Female
Rose,50,1993,Female
Louise,50,1993,Female
Ella,50,1993,Female
April,49,1993,Female
Jessica,479,1994,Female
Sarah,399,1994,Female
Samantha,362,1994,Female
Hannah,333,1994,Female
Emma,278,1994,Female
Georgia,274,1994,Female
Rebecca,273,1994,Female
Olivia,257,1994,Female
Ashleigh,248,1994,Female
Courtney,235,1994,Female
Danielle,223,1994,Female
Nicole,222,1994,Female
Laura,210,1994,Female
Amy,203,1994,Female
Sophie,201,1994,Female
Holly,195,1994,Female
Emily,187,1994,Female
Stephanie,186,1994,Female
Chelsea,182,1994,Female
Kate,180,1994,Female
Brooke,173,1994,Female
Natasha,165,1994,Female
Kayla,165,1994,Female
Brittany,164,1994,Female
Grace,160,1994,Female
Charlotte,160,1994,Female
Rachel,158,1994,Female
Lauren,157,1994,Female
Alexandra,156,1994,Female
Anna,151,1994,Female
Caitlin,150,1994,Female
Ashley,146,1994,Female
Paige,140,1994,Female
Melissa,138,1994,Female
Chloe,130,1994,Female
Hayley,129,1994,Female
Jasmine,127,1994,Female
Elizabeth,122,1994,Female
Renee,119,1994,Female
Michaela,114,1994,Female
Victoria,113,1994,Female
Zoe,109,1994,Female
Amber,103,1994,Female
Megan,102,1994,Female
Tessa,100,1994,Female
Lucy,100,1994,Female
Alice,99,1994,Female
Michelle,96,1994,Female
Jessie,96,1994,Female
Shannon,92,1994,Female
Mikayla,92,1994,Female
Jade,92,1994,Female
Stacey,90,1994,Female
Natalie,85,1994,Female
Katie,83,1994,Female
Rebekah,82,1994,Female
Tayla,81,1994,Female
Aimee,80,1994,Female
Kimberley,78,1994,Female
Crystal,78,1994,Female
Monique,77,1994,Female
Amanda,76,1994,Female
Cassandra,75,1994,Female
Catherine,75,1994,Female
Nicola,74,1994,Female
Jennifer,73,1994,Female
Amelia,73,1994,Female
Gemma,72,1994,Female
Katherine,71,1994,Female
Christina,70,1994,Female
Taylor,68,1994,Female
Ruby,67,1994,Female
Leah,66,1994,Female
Lisa,66,1994,Female
Toni,64,1994,Female
Kelsey,64,1994,Female
Kelly,64,1994,Female
Jordan,64,1994,Female
Morgan,62,1994,Female
Gabrielle,60,1994,Female
Georgina,59,1994,Female
Nikita,56,1994,Female
Kathryn,56,1994,Female
Erin,55,1994,Female
Maria,54,1994,Female
Claudia,54,1994,Female
Ashlee,53,1994,Female
Tiana,52,1994,Female
Madeleine,52,1994,Female
Madison,52,1994,Female
Rachael,51,1994,Female
Abigail,51,1994,Female
Tegan,50,1994,Female
Tori,50,1994,Female
Krystal,50,1994,Female
Alana,50,1994,Female
Aleisha,49,1994,Female
Vanessa,48,1994,Female
Julia,48,1994,Female
Louise,46,1994,Female
Jessica,547,1995,Female
Sarah,425,1995,Female
Hannah,377,1995,Female
Samantha,318,1995,Female
Emma,291,1995,Female
Olivia,285,1995,Female
Georgia,260,1995,Female
Laura,230,1995,Female
Emily,230,1995,Female
Rebecca,227,1995,Female
Courtney,226,1995,Female
Danielle,223,1995,Female
Ashleigh,217,1995,Female
Nicole,209,1995,Female
Sophie,200,1995,Female
Stephanie,199,1995,Female
Caitlin,185,1995,Female
Grace,177,1995,Female
Brooke,177,1995,Female
Kate,170,1995,Female
Amy,162,1995,Female
Anna,155,1995,Female
Kayla,149,1995,Female
Ashley,148,1995,Female
Brittany,147,1995,Female
Holly,145,1995,Female
Lauren,144,1995,Female
Rachel,140,1995,Female
Jasmine,137,1995,Female
Natasha,133,1995,Female
Charlotte,130,1995,Female
Alexandra,129,1995,Female
Amber,123,1995,Female
Melissa,117,1995,Female
Chelsea,117,1995,Female
Elizabeth,116,1995,Female
Paige,115,1995,Female
Alice,115,1995,Female
Hayley,114,1995,Female
Michaela,111,1995,Female
Renee,111,1995,Female
Victoria,104,1995,Female
Tayla,101,1995,Female
Zoe,99,1995,Female
Shannon,99,1995,Female
Taylor,97,1995,Female
Lucy,91,1995,Female
Monique,89,1995,Female
Megan,85,1995,Female
Tessa,82,1995,Female
Jessie,82,1995,Female
Kelly,79,1995,Female
Ruby,78,1995,Female
Aimee,77,1995,Female
Katie,76,1995,Female
Claudia,76,1995,Female
Nikita,74,1995,Female
Michelle,73,1995,Female
Mikayla,73,1995,Female
Jade,72,1995,Female
Madison,70,1995,Female
Stacey,69,1995,Female
Gabrielle,68,1995,Female
Rebekah,66,1995,Female
Amanda,66,1995,Female
Crystal,66,1995,Female
Leah,64,1995,Female
Christina,64,1995,Female
Amelia,63,1995,Female
Morgan,62,1995,Female
Lisa,61,1995,Female
Kimberley,61,1995,Female
Cassandra,61,1995,Female
Ella,61,1995,Female
Cheyenne,61,1995,Female
Natalie,60,1995,Female
Kelsey,59,1995,Female
Abigail,58,1995,Female
Katherine,57,1995,Female
Eden,56,1995,Female
Rose,54,1995,Female
Jennifer,54,1995,Female
Gemma,54,1995,Female
Casey,54,1995,Female
Toni,53,1995,Female
Vanessa,53,1995,Female
Jamie,53,1995,Female
Jordan,52,1995,Female
Sophia,51,1995,Female
Isabella,51,1995,Female
Nicola,49,1995,Female
Catherine,49,1995,Female
Lydia,48,1995,Female
Georgina,48,1995,Female
Erin,48,1995,Female
Alana,48,1995,Female
Tiana,46,1995,Female
Savannah,46,1995,Female
Maria,46,1995,Female
Maddison,45,1995,Female
Jessica,504,1996,Female
Hannah,333,1996,Female
Sarah,316,1996,Female
Georgia,313,1996,Female
Samantha,296,1996,Female
Emma,284,1996,Female
Olivia,247,1996,Female
Courtney,217,1996,Female
Laura,214,1996,Female
Rebecca,213,1996,Female
Danielle,213,1996,Female
Sophie,198,1996,Female
Emily,195,1996,Female
Ashleigh,194,1996,Female
Brooke,184,1996,Female
Grace,178,1996,Female
Kate,175,1996,Female
Amy,166,1996,Female
Nicole,161,1996,Female
Holly,155,1996,Female
Paige,154,1996,Female
Stephanie,146,1996,Female
Caitlin,144,1996,Female
Rachel,140,1996,Female
Charlotte,140,1996,Female
Lauren,134,1996,Female
Tayla,133,1996,Female
Anna,133,1996,Female
Brittany,125,1996,Female
Jasmine,124,1996,Female
Natasha,123,1996,Female
Lucy,121,1996,Female
Ashley,118,1996,Female
Zoe,117,1996,Female
Madison,117,1996,Female
Shannon,116,1996,Female
Elizabeth,116,1996,Female
Kayla,115,1996,Female
Claudia,115,1996,Female
Hayley,110,1996,Female
Chelsea,107,1996,Female
Megan,106,1996,Female
Alexandra,106,1996,Female
Alice,104,1996,Female
Victoria,103,1996,Female
Michaela,103,1996,Female
Mikayla,103,1996,Female
Katie,103,1996,Female
Jade,102,1996,Female
Ella,97,1996,Female
Renee,90,1996,Female
Jessie,90,1996,Female
Melissa,86,1996,Female
Amber,85,1996,Female
Ruby,84,1996,Female
Taylor,82,1996,Female
Monique,79,1996,Female
